"";"id";"texto_id";"estudante_id";"pergunta_id";"Pergunta";"Evidência";"Resposta";"Nível da rubrica";"predito"
"558";"1076";1;52;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando ele nasceu ele era apenas uma gotinha sem nome atualmente ele já tem nome e conhecido no mundo todo.";"2";"Não houve respostas suficientes."
"559";"1097";1;53;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ele era apenas uma gotinha agora e um boneco";"2";"Não houve respostas suficientes."
"560";"1118";1;54;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ele era apenas uma gotinha agora e um buneco";"2";"Não houve respostas suficientes."
"561";"1139";1;55;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"CARACTERISTICA: Hoje em dia ele ta maior e mais branquinho e antes ele era bem azulzinho e mais fofinho.";"2";"Não houve respostas suficientes."
"562";"1160";1;56;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ele era apenas uma gotinha agora e um boneco";"2";"Não houve respostas suficientes."
"563";"1202";1;58;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"em 1986 ele era um desenho e hoje em dia ele um boneco";"2";"Não houve respostas suficientes."
"564";"1223";1;59;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"É maior .";"1";"Não houve respostas suficientes."
"565";"1244";1;60;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"nasceu em 1986 mas de la pra ca nao mudou nada continua branquinho e uma gota
";"1";"Não houve respostas suficientes."
"566";"1265";1;61;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ELE NACEU EM  1986. ELE ERA DIFERNTE SDE HOJE EM DIA . QUANDO NASCEU ERA  PEQUENO ,MAGRO .AGORA ELE É GRANDE";"2";"Não houve respostas suficientes."
"567";"1286";1;62;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"OS DESENHOS HOJE SÃO MAIS REALISTAS.";"1";"Não houve respostas suficientes."
"568";"1328";1;64;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ELE   NASCEU   EM  1986    HOJE   ELE  NÃO  ESISTE  MAS  .";"1";"Não houve respostas suficientes."
"569";"1349";1;65;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando nasceu era um boneco com duas gotinhas de pólio. atualmente é um personagem adorado pelas crianças.";"2";"Não houve respostas suficientes."
"570";"1370";1;66;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ANTIGAMENTE,ele era magro e pequedo .

HOGE EM DIA , ele é uma criança grandinha e ainda magro.";"2";"Não houve respostas suficientes."
"571";"1391";1;67;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente ele era desenho hoje em dia ele já é mais realista.";"2";"Não houve respostas suficientes."
"572";"1412";1;68;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"
ANTIGAMENTE ELE ERA EM DESENHO HOJE EM DIA ELA JA É MAS REALISTA";"2";"Não houve respostas suficientes."
"573";"1433";1;69;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Atigamente ele era DESENHO HOJE EM DIA É MAS REAL";"2";"Não houve respostas suficientes."
"574";"1454";1;70;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente ele era desenho hoje em dia ele já é mais realista.";"2";"Não houve respostas suficientes."
"575";"1475";1;71;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele nasceu em 1986 ele é diferente de hoje em dia .Ele era branco como hoje e era pequeno.  Ele é branco como antigamente.";"1";"Não houve respostas suficientes."
"576";"1496";1;72;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando nasceu ele não tinha  nome ,é uma PROPAGANDA de televisão.                                               
Hoje em dia ele tem nome e continua sendo uma propaganda de tv.";"2";"Não houve respostas suficientes."
"577";"1517";1;73;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Eram duas gotinhas de pólio.";"2";"Não houve respostas suficientes."
"578";"1538";1;74;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando ele nasceu ele era feito de duas gotinhas de pólio e hoje ele é´um mascote.";"2";"Não houve respostas suficientes."
"579";"1559";1;75;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando ze gotinha era diferente pois não tinha seu nome agora ele ja tem.";"2";"Não houve respostas suficientes."
"580";"1580";1;76;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente Zé Gotinha era pequeno e magro.


Hoje em dia Zé Gotinha é uma Gotinha grande.";"2";"Não houve respostas suficientes."
"581";"1601";1;77;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha antigamente era uma representação de vacina entre si e hoje ele é um mascote.";"2";"Não houve respostas suficientes."
"582";"1622";1;78;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente o Zé Gotinha era,
feito de duas gotinhas de Pólio e ficava sentado em um cantinho e dizia que estava triste, pois não tinha nome já hoje em dia tem um nome e seus comerciais são incentivando a vacinação.";"2";"Não houve respostas suficientes."
"583";"1643";1;79;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente Zé Gotinha era menos digitalizado e não tinha um nome.
Atualmente  Zé Gotinha tem um nome, é mais digitalizado e  tem mais sucesso.";"2";"Não houve respostas suficientes."
"584";"1664";1;80;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha ele parecia um comercial chorando.Ele é atualmente  ele trabalha como escultor.";"1";"Não houve respostas suficientes."
"585";"1685";1;81;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Caraceristicas  do Zé Gotinha quando nasceu: quando tinha dois anos era um um sucesso, mas não se chamava  Zé Gotinha, ele parecia um comercial chorando. Ele é atualmente ele trabalha como escultor.";"1";"Não houve respostas suficientes."
"586";"1706";1;82;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antes ele não tinha nome e era formado por duas gotas. Hoje ele tem corpo e ele tem nome.";"3";"Não houve respostas suficientes."
"587";"1727";1;83;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando ele nasceu ele erra  apenas uma gota 
";"2";"Não houve respostas suficientes."
"588";"1748";1;84;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando ele nasceu ele era só uma gota mas depois ele virou um personagem que virou sucesso.";"2";"Não houve respostas suficientes."
"589";"1769";1;85;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha era um personagem que não tinha nome e vivia triste. Mas hoje em dia ele tem um nome é feliz.";"2";"Não houve respostas suficientes."
"590";"1811";1;87;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente o Zé Gotinha era mais bonito é o de hoje em dia é mais feio ;ele antigamente era formado por duas gotinhas.";"2";"Não houve respostas suficientes."
"591";"1832";1;88;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele era branco e choram hoje e alegre com toques de azul.";"2";"Não houve respostas suficientes."
"592";"1874";1;90;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antes o Zé Gotinha tinha duas gotinhas na pólio e nos dias atuais ele é todo branco com o símbolo do SUS.";"2";"Não houve respostas suficientes."
"593";"1895";1;91;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha antes falava sobre a paralisia infantil e hoje fala de todas as vacinas.";"2";"Não houve respostas suficientes."
"594";"1916";1;92;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha ficada chorando do comercial por não ter um nome, já hoje ele não chora mais pois tem um nome.";"2";"Não houve respostas suficientes."
"595";"1937";1;93;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha ficada chorando do comercial por não ter um nome, já hoje ele não chora mais pois tem um nome.";"2";"Não houve respostas suficientes."
"596";"1958";1;94;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"sim a propaganda quando nasceu ela era triste mais agora ela é feliz";"1";"Não houve respostas suficientes."
"597";"1979";1;95;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antes, não tinha nome, uma aparência pouco planejada, já hoje, tem o nome Zé gotinha, uma aparência digitalizada, mas moderna.";"3";"Não houve respostas suficientes."
"598";"2000";1;96;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ele não tinha nome antigamente, depois ganhou o apelido de zé gotinha";"2";"Não houve respostas suficientes."
"599";"2021";1;97;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"antes o personagem tinha a forma de uma vacina e não era um mascote. Hoje em dia ele tem a forma de gota";"2";"Não houve respostas suficientes."
"600";"2042";1;98;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ele tinha a forma de uma vacina  agora  ele e uma gota";"2";"Não houve respostas suficientes."
"601";"2084";1;100;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente , Zé Gotinha ainda não havia recebido esse nome, ele apenas representava a vacina em si , não um mascote. Atualmente , Zé Gotinha é um mascote, que tem como função ajudar a encorajar no momento de sua vacinação.";"2";"Não houve respostas suficientes."
"602";"2105";1;101;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"O personagem era duas gotinha da polio";"2";"Não houve respostas suficientes."
"603";"2126";1;102;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente ele era uma vacina.Hoje ele é uma gota.";"2";"Não houve respostas suficientes."
"604";"2147";1;103;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"antigamente ele era rosa e hoje em dia ele é branco e ele era humanoide e hoje em dia parece um humano normal";"2";"Não houve respostas suficientes."
"605";"2168";1;104;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele era branco e hoje é azul";"1";"Não houve respostas suficientes."
"606";"2189";1;105;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antes ele não era um mascote agora ele é, antes ele era branco agora ele é azul.";"2";"Não houve respostas suficientes."
"607";"2210";1;106;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ele era so um desenho, agora ele é uma animaçao";"1";"Não houve respostas suficientes."
"608";"2231";1;107;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antes ele era azul, agora ele é branco";"2";"Não houve respostas suficientes."
"609";"2252";1;108;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha não nasceu como a mascote que é hoje, mas, sim, como uma representação da vacina em si.";"2";"Não houve respostas suficientes."
"610";"2273";1;109;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"1986:era mais assustador 2000 pra ca divert as crianças";"1";"Não houve respostas suficientes."
"611";"2294";1;110;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente ele era azul e pequeno e hoje em dia  ele e branco e ate parece outro personagem e esta maior.
";"2";"Não houve respostas suficientes."
"612";"2315";1;111;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"O Zé Gotinha era azul com um nariz achatado , diferente de hoje em dia , ele é branco com o nariz arrebitado .";"1";"Não houve respostas suficientes."
"613";"2336";1;112;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele não nasceu como mascote, mas, sim, como uma representação da vacina em si";"2";"Não houve respostas suficientes."
"614";"2357";1;113;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele era azul e hoje ele é branco";"2";"Não houve respostas suficientes."
"615";"2378";1;114;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando nasceu: Ainda não possuia nome, e hoje me dia sim.";"1";"Não houve respostas suficientes."
"616";"2399";1;115;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha não nasceu como o mascote que é hoje, mas sim como a representação da vacina em si.";"2";"Não houve respostas suficientes."
"617";"2420";1;116;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antes: era pequeno e não tinha nome.
Hoje : é pequeno e tem nome.";"1";"Não houve respostas suficientes."
"618";"2441";1;117;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé gotinha não era um mascote quando nasceu mas sim como vacinação entre si.Atualmente ele trabalha na tv infanil.";"2";"Não houve respostas suficientes."
"619";"2462";1;118;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente Zé gotinha era um boneco com duas gotinhas de pólio com isso ele recebeu ate um apelido de poliomietelite; Hoje em dia ele é azul maior é com mais fama e felicidade.

";"2";"Não houve respostas suficientes."
"620";"2483";1;119;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente passavam muitas propagandas sobre o Zé Gotinha e ele era muito amado, atualmente ele é só mais um mascote de vacinação esquecido.";"1";"Não houve respostas suficientes."
"621";"2504";1;120;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele não possuia um nome e por isso ele aparecia nas propagandas chorando por não ter um nome. Ele não era um mascote antigamente,ele era uma representação de uma vacina.Hoje em dia ele é um mascote muito famoso,ele já possui um nome próprio e incentiva as crianças e adultos a tomarem vacina de forma legal.";"4";"Não houve respostas suficientes."
"622";"2525";1;121;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"o Zé Gotinha antigamente  não era um mascote, ele era a representação da vacina, foi criado para as pessoas não terem medo de tomar vacina.Hoje o zé Gotinha é um mascote.";"3";"Não houve respostas suficientes."
"623";"2546";1;122;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Com 2 anos, Zé Gotinha ainda não tinha um nome, e aparecia nos comerciais triste por isso. Hoje, Zé Gotinha é um sucesso e influencia crianças do Brasil inteiro a tomarem vacinas.";"1";"Não houve respostas suficientes."
"624";"2567";1;123;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente ele foi criado para representar a vacina e dar coragem para as crianças. Atualmente ele é o mascote dos postos de vacinação.";"3";"Não houve respostas suficientes."
"625";"2588";1;124;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"As características do Zé gotinha antigamente era demonstrar uma vacina em si.";"2";"Não houve respostas suficientes."
"626";"2609";1;125;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele nasceu em 1986, quando ele nasceu, era azul, agora ele é branco. Sua personalidade também mudou bastante com o tempo.";"2";"Não houve respostas suficientes."
"627";"2630";1;126;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele não tinha nome e era em formato de uma vacina. Hoje em dia ele possui uma cabeça de gotinha e corpo de um ser humano.";"3";"Não houve respostas suficientes."
"628";"2651";1;127;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Quando Zé Gotinha nasceu ele é era um representação da vacina já atualmente ele trabalha como escultor.
";"2";"Não houve respostas suficientes."
"629";"2672";1;128;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Antigamente: ele não tinha nome .
Atualmente: ele tem nome e é Zé Gotinha .";"2";"Não houve respostas suficientes."
"630";"2714";1;130;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Diferenças: ele era azul e ele não tinha nome.

Hoje: ele e branco e tem nome.";"3";"Não houve respostas suficientes."
"631";"2735";1;131;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Ele foi desenhado com duas gotas, representando  a polio, doença da poliomielite, não tinha nome na época, e aparecia num canto chorando. Mais tarde, após um concurso recebeu o nome de Zé gotinha e é o sucesso que é hoje.";"3";"Não houve respostas suficientes."
"632";"2756";1;132;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"O Zé Gotinha era representado não como o mascote da vacinação e sim como a vacina.";"3";"Não houve respostas suficientes."
"633";"2777";1;133;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"ELE NAO UMA MARCA NO MEIO DO PEITO";"1";"Não houve respostas suficientes."
"634";"2798";1;134;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Em 1986 ele era um personagem sem nome , formado por duas gotinhas de pólio . E atualmente ele é  virtual e tem sua família .";"2";"Não houve respostas suficientes."
"635";"2819";1;135;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"Zé Gotinha ficada chorando do comercial por não ter um nome, já hoje ele não chora mais pois tem um nome.";"2";"Não houve respostas suficientes."
"636";"2840";1;136;5;"Quando nasceu, Zé Gotinha era diferente do que é hoje. Descreva as características do Zé Gotinha quando nasceu. Em seguida, descreva como ele é atualmente.";"Relacionar informações presentes no texto";"mudo o olho uma cruz no peito e a sobrancelha";"1";"Não houve respostas suficientes."
"637";"6";1;1;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"pois ele estava triste por nao ter um nome";"3";"3"
"638";"27";1;2;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Pois ainda não tinha um nome.";"3";"3"
"639";"48";1;3;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Ele aparecia chorando pois não tinha um nome.";"3";"3"
"640";"69";1;4;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Ele aparecia chorando pois não tinha um nome.";"3";"3"
"641";"90";1;5;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Ele chorava porque não tinha um nome.";"3";"3"
"642";"111";1;6;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Porque ele não tinha um nome.";"3";"3"
"643";"132";1;7;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Ele não tinha nome ainda.";"3";"3"
"644";"153";1;8;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Ele chorava porque não tinha nome .";"3";"3"
"645";"195";1;10;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Porque ele não tinha nome.";"3";"3"
"646";"216";1;11;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Porque ele ainda não tinha um nome.";"3";"3"
"647";"258";1;13;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"É porque ele ainda não tinha nome.";"3";"3"
"648";"279";1;14;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Pois ele não tinha nome.";"3";"3"
"649";"300";1;15;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Zé Gotinha apareceu no comercial chorando pois o mesmo não possuia um certo nome.";"3";"3"
"650";"321";1;16;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Estava triste por ainda não ter um nome";"3";"3"
"651";"342";1;17;6;"Por que Zé Gotinha aparecia no comercial chorando?";"Estabelecer relação de causa e consequência entre partes ou elementos do texto";"Ele chorava pois não tinha um nome.";"3";"3"
