"";"Carimbo.de.data.hora";"Ano.que.estudo.";"ID";"Pergunta";"Resposta";"erros"
"717";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"Antes da criação do Zé Gotinha, as propagandas de vacina eram assustadoras, pois achava--se que se as pessoas tivessem medo de pegar doenças estariam mais dispostas a tomar a vacina, mas isso só piorava as coisas.";NA
"718";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X4  Quando o Zé Gotinha foi criado ";"Zé Gotinha foi criado em 1986, numa época em que as propagandas de vacinação eram assustadoras, pois achava-se que as pessoas precisavam morrer de medo para entender a seriedade de tomar a vacina.";NA
"719";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"O Zé Gotinha atualmente tem traços mais suaves, é mais modernizado e é uma animação em 3D. E quando nasceu ele era feito das 2 gotinhas da poliomielite e era uma animação em 2D.";NA
"720";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Ele aparecia em um comercial chorando, pois não tinha um nome.";NA
"721";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X7  Como foi feita a escolha do nome Zé Gotinha ";"A escolha de seu nome foi feita assim: as pessoas mandavam cartas com sugestões de nomes e houveram mais de 10 mil sugestões para Zé Gotinha.";NA
"722";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Foram enviadas mais 10 mil cartas com a sugestão de nome Zé Gotinha.";NA
"723";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X9  Quem levou o prêmio pela escolha do nome ";"Foi feito um sorteio para decidir quem levaria o prêmio pela escolha do nome, e quem ganhou foi um menino do Distrito Federal.";NA
"724";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A ideia era que alguém forte passasse coragem a quem tinha que se vacinar.";NA
"725";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X11  Por que vacina é um assunto sério ";"Deve-se tomar a vacina para prevenir doenças.";NA
"726";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X12  Por que não é preciso ter medo de tomar vacina ";"Não é preciso ter medo de tomar a vacina, pois ela na verdade é uma coisa boa, te protege de ficar doente e não há nada a temer.";NA
"727";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X13  O que é poliomielite ";"Poliomielite é uma doença que causa paralisia nas crianças.";NA
"728";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Em certos casos algumas pessoas não tinham acesso a internet.";NA
"729";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Ele tem uma expressão dócil e carisma.";NA
"730";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X16  O que o criador do Zé Gotinha faz atualmente ";"Atualmente ele trabalha como escultor";NA
"731";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Ele serve para indicar a fala de alguém.";NA
"732";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"SUBILINHADO : Darlan virou até nome de prédio residencial na cidade.
CIRCULADO : “Aqui, sou uma pessoa ilustre”, brinca. ";"subilinhado"
"733";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X19  Qual é o sentido das palavras em destaque ";"Significa que o medo acabou. Deslanchou significa que tornou-se um sucesso";NA
"734";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Significa ficar com muito medo.";NA
"735";"2021/07/08 9:25:36 PM GMT+1";"5º ano";35;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Ela selecionou esse desenho do Arquivo Pessoal Darlan Rosa.";NA
"736";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X1  Quem é Zé Gotinha ";"Zé Gotinha é um personagem criado pelo Darlan Rosa , criado com o intuito de encorajar as crianças a tomarem vacina, e hoje ele é um eterno mascote  para representar a vacina do Brasil. Ele nem sempre teve esse nome.";NA
"737";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi quem criou o personagem Zé Gotinha em 1986.";NA
"738";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"Antes de Zé Gotinha existir as propagandas de acordo com o texto eram assustadoras pois achavam que seria bom se as crianças tivessem medo de pegar doenças, para que elas sentissem a necessidade de tomar vacina.";NA
"739";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X4  Quando o Zé Gotinha foi criado ";"Zé Gotinha foi criado em 1986, em uma época em que as propagandas de vacina davam medo nos menores.";NA
"740";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Zé Gotinha era feito com duas gotinhas da pólio. Hoje ele é mais modernizado com traços mais leves e hoje em dia sua propaganda também mudou ";NA
"741";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Zé Gotinha aparecia chorando no comercial pois não tinha nome.";NA
"742";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X7  Como foi feita a escolha do nome Zé Gotinha ";"foi feito um  concurso para as crianças da época escolhe -sem seu nome.";NA
"743";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Foram enviadas mais de 10 mil cartas pedindo este nome e os organizadores decidiram ser este o nome.";NA
"744";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X9  Quem levou o prêmio pela escolha do nome ";"Foi executado um sorteio para decidir quem iria ganhar o prêmio e quem ganhou foi um menino do Distrito Federal.";NA
"745";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A principal campanha era encorajar as crianças a tomar vacina ";NA
"746";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X11  Por que vacina é um assunto sério ";"Pois a vacina é uma parte de prevenção contra doenças.";NA
"747";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X12  Por que não é preciso ter medo de tomar vacina ";"A vacina é  muito boa pois ela vai te da anticorpos e prevenção contra doenças.";NA
"748";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X13  O que é poliomielite ";"É uma doença que causa paralisia nas crianças ";NA
"749";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Por  ter crianças de outros estados  que queriam participar e não tinham acesso a internet.";NA
"750";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"O personagem tem carisma, seu sorriso e sua coragem.";NA
"751";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X16  O que o criador do Zé Gotinha faz atualmente ";"Atualmente ele é escultor na cidade de Brasília.";NA
"752";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Para identificar as falas de pessoas.  ";NA
"753";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"SUBLINHADO: Darlan virou até nome de prédio residencial na cidade.
CIRCULADO: Aqui, sou uma pessoa ilustre”.";NA
"754";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X19  Qual é o sentido das palavras em destaque ";"Que o medo acabou . Deslanchou significa acabou. ";NA
"755";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Ficar com muito medo.";NA
"756";"2021/07/08 9:26:07 PM GMT+1";"5º ano";36;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Do arquivo pessoal de Darlan.";NA
"757";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X1  Quem é Zé Gotinha ";"Personagem criado por Darlan Rosa com intuito de fazer as crianças perderem medo de se vacinar. O personagem não havia recebido um nome , por isso foi feito um concurso que pediu para todos os brasileiros enviarem sugestões de nomes para aquele personagem. para escolher um vencedor foi realizado um sorteio e um menino do Distrito Federeal levou o prêmio.";"federeal"
"758";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi o criador do personagem Zé Gotinha.";NA
"759";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"Antes do personagem Zé Gotinha as propagandas passavam medo , eles achavam que assim as crianças teriam medo de ficar doentes e terem que se vacinar já que era tão ruim.";NA
"760";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X4  Quando o Zé Gotinha foi criado ";"O personagem Zé Gotinha foi criado em 1986.";NA
"761";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Antes o personagem não era tão bem desenhado e as animações eram diferentes das de hoje ,agora ele tem traços melhores e as animações estão mais avançadas.";NA
"762";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Ele aparecia chorando porque ainda não tinha um nome.";NA
"763";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X7  Como foi feita a escolha do nome Zé Gotinha ";"A  escolha foi feita a partir de um concurso em que brasileiros mandavam sugestões de nomes.  Depois de 10 mil cartas falando que o nome Zé Gotinha deveria ser escolhidos eles decidiram que seria  esse nome.";NA
"764";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Porque 10 mil pessoas acharam esse nome bom.";NA
"765";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X9  Quem levou o prêmio pela escolha do nome ";"O ganhador do concurso foi um menino do Distrito Federal.";NA
"766";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"Fazer que as pessoas entendam que a vacina é algo tranquilo e que não dói tanto quanto as propagandas de antes mostravam.";NA
"767";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X11  Por que vacina é um assunto sério ";"Porque a vacina esta relacionada a saúde mas, mesmo sendo algo sério não dói nada.";NA
"768";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque tomar vacina não dói nada e ainda protege a nossa saúde.";NA
"769";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X13  O que é poliomielite ";"É a doença que causa paralisia em crianças.";NA
"770";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque antigamente não existia tanta tecnologia como agora e não dava para mandar e-mails ou mensagens.";NA
"771";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Aparentar ser doce , fofo , legal e etc.";NA
"772";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X16  O que o criador do Zé Gotinha faz atualmente ";"Hoje em dia ele trabalha como escultor.";NA
"773";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Estas aspas servem para indicar falas de alguma pessoa.";NA
"774";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhado:Darlan virou até nome de prédio residencial na cidade.
Circulado: “Aqui, sou uma pessoa ilustre”";NA
"775";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X19  Qual é o sentido das palavras em destaque ";"Barreira doas medos-o medo impedir algo.o
Deslanchou-algo dar certo.";NA
"776";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X20  Explique o que significa  morrer de medo  neste fragmento ";"Ter muito medo de algo.";NA
"777";"2021/07/08 9:33:48 PM GMT+1";"5º ano";37;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"O desenho foi selecionado do arquivo pessoal de seu criador ,Darlan Rosa.";NA
"778";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X1  Quem é Zé Gotinha ";"Zé Gotinha é um personagem que representa a vacinação.";NA
"779";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X2  Quem é Darlan Rosa ";"Darlan Rosa foi o criador do Zé Gotinha.";NA
"780";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"Ele aparecia chorando porque não tinha nome, então pedia para o público para mandar cartas a ele para decidirem o seu nome.";NA
"781";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X4  Quando o Zé Gotinha foi criado ";"Ele foi criado em 1986.´";NA
"782";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Ele era desenhado a partir das duas gotinhas da vacina da pólio e atualmente ele tem traços mais elaborados.";NA
"783";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Porque ele não tinha nome.";NA
"784";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X7  Como foi feita a escolha do nome Zé Gotinha ";"Por meio de um concurso e de um sorteio.";NA
"785";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Porque a maioria das cartas do público deram esse nome.";NA
"786";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X9  Quem levou o prêmio pela escolha do nome ";"Um menino do Distrito Federal.";NA
"787";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"Alguém de coragem desse força para os que deviam vacinar.";NA
"788";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X11  Por que vacina é um assunto sério ";"Porque ela da imunidade ao seu corpo contra os vírus.";NA
"789";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X12  Por que não é preciso ter medo de tomar vacina ";"Porque ela te protege.";NA
"790";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X13  O que é poliomielite ";"Doença que causa paralisia.";NA
"791";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"Porque naquela época não tinha como enviar mensagem.";NA
"792";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"Por ser carinhoso.";NA
"793";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X16  O que o criador do Zé Gotinha faz atualmente ";"Trabalha como escultor.";NA
"794";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"Para indicar uma fala do personagem da reportagem.";NA
"795";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"Sublinhado-Darlan virou até nome de prédio residencial na cidade, opinião- ""Aqui, sou uma pessoa ilustre”.";NA
"796";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X19  Qual é o sentido das palavras em destaque ";"Barreira dos medos-medo que as pessoas tem, deslanchou-seguiu em frente.";NA
"797";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X20  Explique o que significa  morrer de medo  neste fragmento ";"ter muito medo.";NA
"798";"2021/07/08 9:49:32 PM GMT+1";"5º ano";38;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"O desenho foi selecionado do arquivo pessoal de Darlan Rosa, o criador dele.";NA
"799";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X1  Quem é Zé Gotinha ";"Zé Gotinha é um personagem que representa a vacina.";NA
"800";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X2  Quem é Darlan Rosa ";"Darlan Rosa é o pai e criador do Zé Gotinha.";NA
"801";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"As propagandas eram assustadoras, com a ideia das crianças ficarem com medo de ficar doentes e quererem se vacinar.";NA
"802";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X4  Quando o Zé Gotinha foi criado ";"Zé Gotinha foi criado em 1986.";NA
"803";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"Quando Zé Gotinha nasceu, era um desenho em uma folha de papel feita com duas gotinhas de pólio, no formato de uma gota. Atualmente, Zé Gotinha tem sua animação em 3d e continua com seu formato de gota.";NA
"804";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"Zé Gotinha estava chorando no comercial pois não tinha um nome.";NA
"805";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X7  Como foi feita a escolha do nome Zé Gotinha ";"A escolha do nome do personafem foi feita com sugestões de mais de 10 mil brasileiros.";"personafem"
"806";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"Eles entenderam isso por meio das sugestões.";NA
"807";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X9  Quem levou o prêmio pela escolha do nome ";"Um menino do destrito federal.";NA
"808";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"A ideia era fazer as crianças perderem o medo de se vacinar.";NA
"809";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X11  Por que vacina é um assunto sério ";"Vacina é um assunto muito serio pois tomando a vacina vc consegue se previnir da tal doença. Manter a carterinha em dia também é muito importante.";NA
"810";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X12  Por que não é preciso ter medo de tomar vacina ";"Não é preciso ter medo pios a vacina não é do mal e sim uma maneira de nos proteger das doenças.";NA
"811";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X13  O que é poliomielite ";"É uma doença que causa paralisia nas crianças.";NA
"812";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"O concurso deve ter sido feito por cartas para todos poderem participar e ninguem ficar de fora, assim seria mais justo, todos os brasileiros";NA
"813";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"O personagem é chamativo e deve ter chamado a atenção das crianças fazendo elas perderem o medo com seus comerciais chamativos e divertidos.";NA
"814";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X16  O que o criador do Zé Gotinha faz atualmente ";"Ele trabalha como escultor atualmente.";NA
"815";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"As aspas são uma representação te falas.";NA
"816";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"""Aqui, sou uma pessoa liustre""";"liustre"
"817";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X19  Qual é o sentido das palavras em destaque ";"O sentido da primeira palavra é que as crianças perderam o medo e a campanha só foi crescendo.";NA
"818";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X20  Explique o que significa  morrer de medo  neste fragmento ";"O significado é q as crianças ficassem com medo de  adoeçerem.";"adoeçerem"
"819";"2021/07/09 7:56:41 PM GMT+1";"5º ano";39;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"Tendo acesso ao arquivo pessoal de Darlan.";NA
"820";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X1  Quem é Zé Gotinha ";"E UM MASCOTE QUE INSENTIVA AS PESSOAS A TOMAREM VASINA";"insentiva, vasina"
"821";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X2  Quem é Darlan Rosa ";"QUEM CRIOU O ZE GOTINHA";NA
"822";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"BEM DESAMANIDAS";"desamanidas"
"823";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X4  Quando o Zé Gotinha foi criado ";"EM 1983";NA
"824";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"UMA GOTINHA";NA
"825";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"ELE TAVA SENTINDO TRISTEZA PORQUE ELE IA TOMA VASINA";"vasina"
"826";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X7  Como foi feita a escolha do nome Zé Gotinha ";"PORQUE AS VASINAS SOLTAM GOTAS";"vasinas"
"827";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"PORQUE FAZ ATE UMPOUCO DE SENTINDO";NA
"828";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X9  Quem levou o prêmio pela escolha do nome ";"DALAO ROSA ";"dalao"
"829";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X10  Qual era a ideia principal da campanha do Zé Gotinha ";"INSENTIVAR AS CRIANSAS A TOMAR VACINA ";"insentivar, criansas"
"830";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X11  Por que vacina é um assunto sério ";"PORQUE ELA TRATA DE MUITAS DOENSA PIRIGOSAS";"doensa, pirigosas"
"831";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X12  Por que não é preciso ter medo de tomar vacina ";"PORQUE E LA VAI TE CURAR DO MAU QUE VC ESTA SENTINDO
";NA
"832";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X13  O que é poliomielite ";"E UMA PARALIZIA  ";"paralizia"
"833";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X14  Levante hipótese do porquê de o concurso ter sido feito por meio de cartas ";"POIS FORAM SUGESTOIS MANDADAS POR BRASILEIROS";"sugestois"
"834";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X15  O que há no personagem que incentiva as crianças a se vacinarem ";"E AMIGAVEL DIVERTIDO E ANIMADO";NA
"835";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X16  O que o criador do Zé Gotinha faz atualmente ";"ELE MORA EM BRASILHA E TEM 74 ANOS";"brasilha"
"836";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X17  Você deve ter percebido que há vários trechos  ao longo desta reportagem  que estão entre aspas  Para que serve esse recurso nesse texto ";"CCBB ";NA
"837";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X18  No seguinte fragmento há um fato e uma opinião  Sublinhe o fato e circule a opinião  Darlan virou até nome de prédio residencial na cidade   Aqui  sou uma pessoa ilustre   brinca ";"FATO QUANDO ZE GOTINHA TINHA 2 ANOS JA ERA UM SUSESO OPINIAOSOU UMA PESSOUA ILISTRIA";"suseso, opiniaosou, pessoua, ilistria"
"838";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X19  Qual é o sentido das palavras em destaque ";" A BARREIRA SIGNIFICA O MEDO DE TOMSR VACINA E A PALAVRA DESLANCHOU SIGNIFICA UMA CAMPANHA DO ZE DO ZE GOTINHA";"tomsr"
"839";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X20  Explique o que significa  morrer de medo  neste fragmento ";"MORER DE MEDO E FICAR COM MUITO MEDO ";NA
"840";"2021/07/09 8:46:46 PM GMT+1";"4º ano";40;"X21   A imagem mostra o primeiro esboço de Zé Gotinha  isto é  o desenho inicial do personagem  com seus traços gerais  De onde a reportagem selecionou esse desenho ";"DO CRIADOR";NA
"841";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X1  Quem é Zé Gotinha ";"um mascoti ";"mascoti"
"842";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X2  Quem é Darlan Rosa ";"o criador do ze gotinha";NA
"843";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X3  Como eram as propagandas de vacina antes da criação do Zé Gotinha ";"eram pesoas doentes que pasavam mau para ensenteva a tomar a vasina";"pasavam, ensenteva, vasina"
"844";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X4  Quando o Zé Gotinha foi criado ";"o ze gotinha  foi criado no ano de  1986";NA
"845";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X5  Quando nasceu  Zé Gotinha era diferente do que é hoje  Descreva as características do Zé Gotinha quando nasceu  Em seguida  descreva como ele é atualmente ";"quando ele era criança era so uma gotinha  agora ele tem perna boca so com uma capesa feita de gotas";"capesa"
"846";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X6  Por que Zé Gotinha aparecia no comercial chorando ";"pois ele nao tinha nome ";NA
"847";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X7  Como foi feita a escolha do nome Zé Gotinha ";"o nome ze gotinha foi escolido por brazileiro";NA
"848";"2021/07/09 9:01:59 PM GMT+1";"4º ano";41;"X8  Por que os organizadores entenderam que o nome deveria ser Zé Gotinha ";"porque mais de 10mil pesoas queriam ze gotinhaq";"gotinhaq"
